calendar_position,source_timestamp_utc,source_timestamp_local_london,timestamp_utc,timestamp_local,alignment_method
134,2013-01-06T14:00:00Z,2013-01-06 14:00:00+00:00,2013-01-06T13:00:00Z,2013-01-06 14:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
135,2013-01-06T15:00:00Z,2013-01-06 15:00:00+00:00,2013-01-06T14:00:00Z,2013-01-06 15:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
136,2013-01-06T16:00:00Z,2013-01-06 16:00:00+00:00,2013-01-06T15:00:00Z,2013-01-06 16:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
137,2013-01-06T17:00:00Z,2013-01-06 17:00:00+00:00,2013-01-06T16:00:00Z,2013-01-06 17:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
138,2013-01-06T18:00:00Z,2013-01-06 18:00:00+00:00,2013-01-06T17:00:00Z,2013-01-06 18:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
139,2013-01-06T19:00:00Z,2013-01-06 19:00:00+00:00,2013-01-06T18:00:00Z,2013-01-06 19:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
140,2013-01-06T20:00:00Z,2013-01-06 20:00:00+00:00,2013-01-06T19:00:00Z,2013-01-06 20:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
141,2013-01-06T21:00:00Z,2013-01-06 21:00:00+00:00,2013-01-06T20:00:00Z,2013-01-06 21:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
142,2013-01-06T22:00:00Z,2013-01-06 22:00:00+00:00,2013-01-06T21:00:00Z,2013-01-06 22:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
143,2013-01-06T23:00:00Z,2013-01-06 23:00:00+00:00,2013-01-06T22:00:00Z,2013-01-06 23:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
144,2013-01-07T00:00:00Z,2013-01-07 00:00:00+00:00,2013-01-06T23:00:00Z,2013-01-07 00:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
145,2013-01-07T01:00:00Z,2013-01-07 01:00:00+00:00,2013-01-07T00:00:00Z,2013-01-07 01:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
146,2013-01-07T02:00:00Z,2013-01-07 02:00:00+00:00,2013-01-07T01:00:00Z,2013-01-07 02:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
147,2013-01-07T03:00:00Z,2013-01-07 03:00:00+00:00,2013-01-07T02:00:00Z,2013-01-07 03:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
148,2013-01-07T04:00:00Z,2013-01-07 04:00:00+00:00,2013-01-07T03:00:00Z,2013-01-07 04:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
149,2013-01-07T05:00:00Z,2013-01-07 05:00:00+00:00,2013-01-07T04:00:00Z,2013-01-07 05:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
150,2013-01-07T06:00:00Z,2013-01-07 06:00:00+00:00,2013-01-07T05:00:00Z,2013-01-07 06:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
151,2013-01-07T07:00:00Z,2013-01-07 07:00:00+00:00,2013-01-07T06:00:00Z,2013-01-07 07:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
152,2013-01-07T08:00:00Z,2013-01-07 08:00:00+00:00,2013-01-07T07:00:00Z,2013-01-07 08:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
153,2013-01-07T09:00:00Z,2013-01-07 09:00:00+00:00,2013-01-07T08:00:00Z,2013-01-07 09:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
154,2013-01-07T10:00:00Z,2013-01-07 10:00:00+00:00,2013-01-07T09:00:00Z,2013-01-07 10:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
155,2013-01-07T11:00:00Z,2013-01-07 11:00:00+00:00,2013-01-07T10:00:00Z,2013-01-07 11:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
156,2013-01-07T12:00:00Z,2013-01-07 12:00:00+00:00,2013-01-07T11:00:00Z,2013-01-07 12:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
157,2013-01-07T13:00:00Z,2013-01-07 13:00:00+00:00,2013-01-07T12:00:00Z,2013-01-07 13:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
158,2013-01-07T14:00:00Z,2013-01-07 14:00:00+00:00,2013-01-07T13:00:00Z,2013-01-07 14:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
159,2013-01-07T15:00:00Z,2013-01-07 15:00:00+00:00,2013-01-07T14:00:00Z,2013-01-07 15:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
160,2013-01-07T16:00:00Z,2013-01-07 16:00:00+00:00,2013-01-07T15:00:00Z,2013-01-07 16:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
161,2013-01-07T17:00:00Z,2013-01-07 17:00:00+00:00,2013-01-07T16:00:00Z,2013-01-07 17:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
162,2013-01-07T18:00:00Z,2013-01-07 18:00:00+00:00,2013-01-07T17:00:00Z,2013-01-07 18:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
163,2013-01-07T19:00:00Z,2013-01-07 19:00:00+00:00,2013-01-07T18:00:00Z,2013-01-07 19:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
164,2013-01-07T20:00:00Z,2013-01-07 20:00:00+00:00,2013-01-07T19:00:00Z,2013-01-07 20:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
165,2013-01-07T21:00:00Z,2013-01-07 21:00:00+00:00,2013-01-07T20:00:00Z,2013-01-07 21:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
166,2013-01-07T22:00:00Z,2013-01-07 22:00:00+00:00,2013-01-07T21:00:00Z,2013-01-07 22:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
167,2013-01-07T23:00:00Z,2013-01-07 23:00:00+00:00,2013-01-07T22:00:00Z,2013-01-07 23:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
168,2013-01-08T00:00:00Z,2013-01-08 00:00:00+00:00,2013-01-07T23:00:00Z,2013-01-08 00:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
169,2013-01-08T01:00:00Z,2013-01-08 01:00:00+00:00,2013-01-08T00:00:00Z,2013-01-08 01:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
170,2013-01-08T02:00:00Z,2013-01-08 02:00:00+00:00,2013-01-08T01:00:00Z,2013-01-08 02:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
171,2013-01-08T03:00:00Z,2013-01-08 03:00:00+00:00,2013-01-08T02:00:00Z,2013-01-08 03:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
172,2013-01-08T04:00:00Z,2013-01-08 04:00:00+00:00,2013-01-08T03:00:00Z,2013-01-08 04:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
173,2013-01-08T05:00:00Z,2013-01-08 05:00:00+00:00,2013-01-08T04:00:00Z,2013-01-08 05:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
174,2013-01-08T06:00:00Z,2013-01-08 06:00:00+00:00,2013-01-08T05:00:00Z,2013-01-08 06:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
175,2013-01-08T07:00:00Z,2013-01-08 07:00:00+00:00,2013-01-08T06:00:00Z,2013-01-08 07:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
176,2013-01-08T08:00:00Z,2013-01-08 08:00:00+00:00,2013-01-08T07:00:00Z,2013-01-08 08:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
177,2013-01-08T09:00:00Z,2013-01-08 09:00:00+00:00,2013-01-08T08:00:00Z,2013-01-08 09:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
178,2013-01-08T10:00:00Z,2013-01-08 10:00:00+00:00,2013-01-08T09:00:00Z,2013-01-08 10:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
179,2013-01-08T11:00:00Z,2013-01-08 11:00:00+00:00,2013-01-08T10:00:00Z,2013-01-08 11:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
180,2013-01-08T12:00:00Z,2013-01-08 12:00:00+00:00,2013-01-08T11:00:00Z,2013-01-08 12:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
181,2013-01-08T13:00:00Z,2013-01-08 13:00:00+00:00,2013-01-08T12:00:00Z,2013-01-08 13:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
182,2013-01-08T14:00:00Z,2013-01-08 14:00:00+00:00,2013-01-08T13:00:00Z,2013-01-08 14:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
183,2013-01-08T15:00:00Z,2013-01-08 15:00:00+00:00,2013-01-08T14:00:00Z,2013-01-08 15:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
184,2013-01-08T16:00:00Z,2013-01-08 16:00:00+00:00,2013-01-08T15:00:00Z,2013-01-08 16:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
185,2013-01-08T17:00:00Z,2013-01-08 17:00:00+00:00,2013-01-08T16:00:00Z,2013-01-08 17:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
186,2013-01-08T18:00:00Z,2013-01-08 18:00:00+00:00,2013-01-08T17:00:00Z,2013-01-08 18:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
187,2013-01-08T19:00:00Z,2013-01-08 19:00:00+00:00,2013-01-08T18:00:00Z,2013-01-08 19:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
188,2013-01-08T20:00:00Z,2013-01-08 20:00:00+00:00,2013-01-08T19:00:00Z,2013-01-08 20:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
189,2013-01-08T21:00:00Z,2013-01-08 21:00:00+00:00,2013-01-08T20:00:00Z,2013-01-08 21:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
190,2013-01-08T22:00:00Z,2013-01-08 22:00:00+00:00,2013-01-08T21:00:00Z,2013-01-08 22:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
191,2013-01-08T23:00:00Z,2013-01-08 23:00:00+00:00,2013-01-08T22:00:00Z,2013-01-08 23:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
192,2013-01-09T00:00:00Z,2013-01-09 00:00:00+00:00,2013-01-08T23:00:00Z,2013-01-09 00:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
193,2013-01-09T01:00:00Z,2013-01-09 01:00:00+00:00,2013-01-09T00:00:00Z,2013-01-09 01:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
194,2013-01-09T02:00:00Z,2013-01-09 02:00:00+00:00,2013-01-09T01:00:00Z,2013-01-09 02:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
195,2013-01-09T03:00:00Z,2013-01-09 03:00:00+00:00,2013-01-09T02:00:00Z,2013-01-09 03:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
196,2013-01-09T04:00:00Z,2013-01-09 04:00:00+00:00,2013-01-09T03:00:00Z,2013-01-09 04:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
197,2013-01-09T05:00:00Z,2013-01-09 05:00:00+00:00,2013-01-09T04:00:00Z,2013-01-09 05:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
198,2013-01-09T06:00:00Z,2013-01-09 06:00:00+00:00,2013-01-09T05:00:00Z,2013-01-09 06:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
199,2013-01-09T07:00:00Z,2013-01-09 07:00:00+00:00,2013-01-09T06:00:00Z,2013-01-09 07:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
200,2013-01-09T08:00:00Z,2013-01-09 08:00:00+00:00,2013-01-09T07:00:00Z,2013-01-09 08:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
201,2013-01-09T09:00:00Z,2013-01-09 09:00:00+00:00,2013-01-09T08:00:00Z,2013-01-09 09:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
202,2013-01-09T10:00:00Z,2013-01-09 10:00:00+00:00,2013-01-09T09:00:00Z,2013-01-09 10:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
203,2013-01-09T11:00:00Z,2013-01-09 11:00:00+00:00,2013-01-09T10:00:00Z,2013-01-09 11:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
204,2013-01-09T12:00:00Z,2013-01-09 12:00:00+00:00,2013-01-09T11:00:00Z,2013-01-09 12:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
205,2013-01-09T13:00:00Z,2013-01-09 13:00:00+00:00,2013-01-09T12:00:00Z,2013-01-09 13:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
206,2013-01-09T14:00:00Z,2013-01-09 14:00:00+00:00,2013-01-09T13:00:00Z,2013-01-09 14:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
207,2013-01-09T15:00:00Z,2013-01-09 15:00:00+00:00,2013-01-09T14:00:00Z,2013-01-09 15:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
208,2013-01-09T16:00:00Z,2013-01-09 16:00:00+00:00,2013-01-09T15:00:00Z,2013-01-09 16:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
209,2013-01-09T17:00:00Z,2013-01-09 17:00:00+00:00,2013-01-09T16:00:00Z,2013-01-09 17:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
210,2013-01-09T18:00:00Z,2013-01-09 18:00:00+00:00,2013-01-09T17:00:00Z,2013-01-09 18:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
211,2013-01-09T19:00:00Z,2013-01-09 19:00:00+00:00,2013-01-09T18:00:00Z,2013-01-09 19:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
212,2013-01-09T20:00:00Z,2013-01-09 20:00:00+00:00,2013-01-09T19:00:00Z,2013-01-09 20:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
213,2013-01-09T21:00:00Z,2013-01-09 21:00:00+00:00,2013-01-09T20:00:00Z,2013-01-09 21:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
214,2013-01-09T22:00:00Z,2013-01-09 22:00:00+00:00,2013-01-09T21:00:00Z,2013-01-09 22:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
215,2013-01-09T23:00:00Z,2013-01-09 23:00:00+00:00,2013-01-09T22:00:00Z,2013-01-09 23:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
216,2013-01-10T00:00:00Z,2013-01-10 00:00:00+00:00,2013-01-09T23:00:00Z,2013-01-10 00:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
217,2013-01-10T01:00:00Z,2013-01-10 01:00:00+00:00,2013-01-10T00:00:00Z,2013-01-10 01:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
218,2013-01-10T02:00:00Z,2013-01-10 02:00:00+00:00,2013-01-10T01:00:00Z,2013-01-10 02:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
219,2013-01-10T03:00:00Z,2013-01-10 03:00:00+00:00,2013-01-10T02:00:00Z,2013-01-10 03:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
220,2013-01-10T04:00:00Z,2013-01-10 04:00:00+00:00,2013-01-10T03:00:00Z,2013-01-10 04:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
221,2013-01-10T05:00:00Z,2013-01-10 05:00:00+00:00,2013-01-10T04:00:00Z,2013-01-10 05:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
222,2013-01-10T06:00:00Z,2013-01-10 06:00:00+00:00,2013-01-10T05:00:00Z,2013-01-10 06:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
223,2013-01-10T07:00:00Z,2013-01-10 07:00:00+00:00,2013-01-10T06:00:00Z,2013-01-10 07:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
224,2013-01-10T08:00:00Z,2013-01-10 08:00:00+00:00,2013-01-10T07:00:00Z,2013-01-10 08:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
225,2013-01-10T09:00:00Z,2013-01-10 09:00:00+00:00,2013-01-10T08:00:00Z,2013-01-10 09:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
226,2013-01-10T10:00:00Z,2013-01-10 10:00:00+00:00,2013-01-10T09:00:00Z,2013-01-10 10:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
227,2013-01-10T11:00:00Z,2013-01-10 11:00:00+00:00,2013-01-10T10:00:00Z,2013-01-10 11:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
228,2013-01-10T12:00:00Z,2013-01-10 12:00:00+00:00,2013-01-10T11:00:00Z,2013-01-10 12:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
229,2013-01-10T13:00:00Z,2013-01-10 13:00:00+00:00,2013-01-10T12:00:00Z,2013-01-10 13:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
230,2013-01-10T14:00:00Z,2013-01-10 14:00:00+00:00,2013-01-10T13:00:00Z,2013-01-10 14:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
231,2013-01-10T15:00:00Z,2013-01-10 15:00:00+00:00,2013-01-10T14:00:00Z,2013-01-10 15:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
232,2013-01-10T16:00:00Z,2013-01-10 16:00:00+00:00,2013-01-10T15:00:00Z,2013-01-10 16:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
233,2013-01-10T17:00:00Z,2013-01-10 17:00:00+00:00,2013-01-10T16:00:00Z,2013-01-10 17:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
234,2013-01-10T18:00:00Z,2013-01-10 18:00:00+00:00,2013-01-10T17:00:00Z,2013-01-10 18:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
235,2013-01-10T19:00:00Z,2013-01-10 19:00:00+00:00,2013-01-10T18:00:00Z,2013-01-10 19:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
236,2013-01-10T20:00:00Z,2013-01-10 20:00:00+00:00,2013-01-10T19:00:00Z,2013-01-10 20:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
237,2013-01-10T21:00:00Z,2013-01-10 21:00:00+00:00,2013-01-10T20:00:00Z,2013-01-10 21:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
238,2013-01-10T22:00:00Z,2013-01-10 22:00:00+00:00,2013-01-10T21:00:00Z,2013-01-10 22:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
239,2013-01-10T23:00:00Z,2013-01-10 23:00:00+00:00,2013-01-10T22:00:00Z,2013-01-10 23:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
240,2013-01-11T00:00:00Z,2013-01-11 00:00:00+00:00,2013-01-10T23:00:00Z,2013-01-11 00:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
241,2013-01-11T01:00:00Z,2013-01-11 01:00:00+00:00,2013-01-11T00:00:00Z,2013-01-11 01:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
242,2013-01-11T02:00:00Z,2013-01-11 02:00:00+00:00,2013-01-11T01:00:00Z,2013-01-11 02:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
243,2013-01-11T03:00:00Z,2013-01-11 03:00:00+00:00,2013-01-11T02:00:00Z,2013-01-11 03:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
244,2013-01-11T04:00:00Z,2013-01-11 04:00:00+00:00,2013-01-11T03:00:00Z,2013-01-11 04:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
245,2013-01-11T05:00:00Z,2013-01-11 05:00:00+00:00,2013-01-11T04:00:00Z,2013-01-11 05:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
246,2013-01-11T06:00:00Z,2013-01-11 06:00:00+00:00,2013-01-11T05:00:00Z,2013-01-11 06:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
247,2013-01-11T07:00:00Z,2013-01-11 07:00:00+00:00,2013-01-11T06:00:00Z,2013-01-11 07:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
248,2013-01-11T08:00:00Z,2013-01-11 08:00:00+00:00,2013-01-11T07:00:00Z,2013-01-11 08:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
249,2013-01-11T09:00:00Z,2013-01-11 09:00:00+00:00,2013-01-11T08:00:00Z,2013-01-11 09:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
250,2013-01-11T10:00:00Z,2013-01-11 10:00:00+00:00,2013-01-11T09:00:00Z,2013-01-11 10:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
251,2013-01-11T11:00:00Z,2013-01-11 11:00:00+00:00,2013-01-11T10:00:00Z,2013-01-11 11:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
252,2013-01-11T12:00:00Z,2013-01-11 12:00:00+00:00,2013-01-11T11:00:00Z,2013-01-11 12:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
253,2013-01-11T13:00:00Z,2013-01-11 13:00:00+00:00,2013-01-11T12:00:00Z,2013-01-11 13:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
254,2013-01-11T14:00:00Z,2013-01-11 14:00:00+00:00,2013-01-11T13:00:00Z,2013-01-11 14:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
255,2013-01-11T15:00:00Z,2013-01-11 15:00:00+00:00,2013-01-11T14:00:00Z,2013-01-11 15:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
256,2013-01-11T16:00:00Z,2013-01-11 16:00:00+00:00,2013-01-11T15:00:00Z,2013-01-11 16:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
257,2013-01-11T17:00:00Z,2013-01-11 17:00:00+00:00,2013-01-11T16:00:00Z,2013-01-11 17:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
258,2013-01-11T18:00:00Z,2013-01-11 18:00:00+00:00,2013-01-11T17:00:00Z,2013-01-11 18:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
259,2013-01-11T19:00:00Z,2013-01-11 19:00:00+00:00,2013-01-11T18:00:00Z,2013-01-11 19:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
260,2013-01-11T20:00:00Z,2013-01-11 20:00:00+00:00,2013-01-11T19:00:00Z,2013-01-11 20:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
261,2013-01-11T21:00:00Z,2013-01-11 21:00:00+00:00,2013-01-11T20:00:00Z,2013-01-11 21:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
262,2013-01-11T22:00:00Z,2013-01-11 22:00:00+00:00,2013-01-11T21:00:00Z,2013-01-11 22:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
263,2013-01-11T23:00:00Z,2013-01-11 23:00:00+00:00,2013-01-11T22:00:00Z,2013-01-11 23:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
264,2013-01-12T00:00:00Z,2013-01-12 00:00:00+00:00,2013-01-11T23:00:00Z,2013-01-12 00:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
265,2013-01-12T01:00:00Z,2013-01-12 01:00:00+00:00,2013-01-12T00:00:00Z,2013-01-12 01:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
266,2013-01-12T02:00:00Z,2013-01-12 02:00:00+00:00,2013-01-12T01:00:00Z,2013-01-12 02:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
267,2013-01-12T03:00:00Z,2013-01-12 03:00:00+00:00,2013-01-12T02:00:00Z,2013-01-12 03:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
268,2013-01-12T04:00:00Z,2013-01-12 04:00:00+00:00,2013-01-12T03:00:00Z,2013-01-12 04:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
269,2013-01-12T05:00:00Z,2013-01-12 05:00:00+00:00,2013-01-12T04:00:00Z,2013-01-12 05:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
270,2013-01-12T06:00:00Z,2013-01-12 06:00:00+00:00,2013-01-12T05:00:00Z,2013-01-12 06:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
271,2013-01-12T07:00:00Z,2013-01-12 07:00:00+00:00,2013-01-12T06:00:00Z,2013-01-12 07:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
272,2013-01-12T08:00:00Z,2013-01-12 08:00:00+00:00,2013-01-12T07:00:00Z,2013-01-12 08:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
273,2013-01-12T09:00:00Z,2013-01-12 09:00:00+00:00,2013-01-12T08:00:00Z,2013-01-12 09:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
274,2013-01-12T10:00:00Z,2013-01-12 10:00:00+00:00,2013-01-12T09:00:00Z,2013-01-12 10:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
275,2013-01-12T11:00:00Z,2013-01-12 11:00:00+00:00,2013-01-12T10:00:00Z,2013-01-12 11:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
276,2013-01-12T12:00:00Z,2013-01-12 12:00:00+00:00,2013-01-12T11:00:00Z,2013-01-12 12:00:00+01:00,timezone_aware_calendar_position_Europe_London_to_Europe_Madrid
